Attraction,Noel,Harsh,Vikranth,Muthuraj,Armaan
Tirumala Venkateswara Temple,3.1836227525652285,4.199838981181806,1.7871477310430026,4.8,3.7822166093204714
Araku Valley,2.6357964323271657,4.5,4.5,4.5,2.8825313198256777
Borra Caves,1.7831983827942655,2.6971133695386746,0.9990590617238538,3.2163169209185734,1.3897546985965519
Ramakrishna Beach,3.2270584991097433,4.3,2.522846200092679,4.4428797149570185,2.864903007270616
Srisailam,3.659515030439291,4.5,2.066279584600068,4.5,3.4968437552458864
Kanaka Durga Temple,4.5,4.514197784815623,2.6383235372712197,4.5,4.47107403341227
Undavalli Caves,1.817850005564617,2.711525938208194,1.008926214416755,3.2225052803285106,1.3940370928310062
Lepakshi,4.5,4.642755989098726,4.5,3.6335380862250792,2.6788780302593627
Ahobilam Temple,3.065351078805624,4.6,4.6,4.207413540711569,3.5472509103223056
Kailasagiri,1.8031252492894487,2.6995425906947372,0.9987304497598295,3.2134253003084754,1.3834564162079135
Gandikota,2.7909460638245283,3.885309325307143,1.6345275464087767,4.5,3.293118108199571
Thotlakonda Buddhist Complex,4.4,3.495149510752489,-0.13236961923250845,4.4,4.4
Kolleru Lake,3.33700694760846,4.01703905346492,2.1955701065658086,4.2,4.2
Manginapudi Beach,2.1950126031298804,3.379572909283012,1.1068494152418427,4.1,2.7105617591138245
Sri Venkateswara National Park,4.3,4.1723397928269215,1.9823327456912168,4.3,3.51170105762586
Pavurallakonda,1.8537209922796387,3.3105185126316665,4.2,2.857973828438536,0.9961453868577518
Yaganti Temple,1.8005761170062091,2.7014617590707894,0.9888839744344345,3.2187458279205763,1.3870194130813212
Maredumilli,4.5,4.5,2.4793428740502854,4.5,4.5
Rajahmundry Godavari Bridge,4.4,4.756310877461353,3.0836994736019205,4.612381979406456,3.8098475349369583
Draksharamam Temple,4.5,3.717261540641049,1.3948115971896589,4.0360289532381195,3.82631146592312
Suryalanka Beach,2.2636015205780655,3.731259416801642,2.1762720358906273,4.3,4.3
Sankaram,4.2,3.844091698363176,2.9770528055800534,3.6511366738583977,2.7904425667886557
Simhachalam Temple,3.62877095924755,4.5,2.792235263664696,4.389493197673671,3.53370452118409
VUDA Park,4.2,4.2,4.2,3.346913315919058,2.3436811708729155
Dwaraka Tirumala,1.8000723338209088,2.7012589285946778,1.0021795384735166,3.2150852213826697,1.388353430748511
Sriharikota,2.2513841724832586,4.3,4.3,4.3,2.690746328776261
Bavikonda,1.8164285400244764,2.705813124189098,1.0068154460036383,3.2155171858206524,1.3848709588375685
Belum Caves,2.815267333152149,3.90522308571362,1.669319169579858,4.5,3.2795155661894624
Annavaram Temple,3.1697486734777813,4.166400850309307,2.1321414507981515,4.626699590811207,4.5
Nagarjunakonda,2.6375718968391904,4.583517517049337,4.3,4.3,3.507311693718295
Mysore Palace,2.8595008957921673,3.9918279452340224,1.45540434348297,4.7,3.4420917159003297
Bangalore Palace,1.0143573557927485,3.105719734825644,0.4139108953817483,4.4,2.665216104432711
Hampi,4.7,4.819155492117156,4.7,3.856955763948611,3.7162426221981546
Coorg,2.8835915331998843,3.926092031536231,1.371584131814124,4.6,3.3208465148421653
Lalbagh Botanical Garden,4.5,4.256883898951708,1.6952657600944794,4.5,3.530317841953015
Bannerghatta National Park,1.257788948137607,3.1607448526360296,4.3,3.0102076660107713,0.7942164594928042
Chikmagalur,2.3019160304634454,4.6,4.6,4.212223199744858,3.2549293599368534
Badami Caves,1.8027799468680534,2.697620657641417,0.9965051330743093,3.2097571016796644,1.3772641447564518
Nandi Hills,4.4,5.017960440131037,2.822447906334658,4.688141840309078,4.4
Jog Falls,3.8254251395306906,4.5,3.2131064190488705,4.43737614086749,3.54136649025941
Gokarna,4.6,4.6,2.699360484440136,4.6,3.563264458104981
Shravanabelagola,1.9541435860492313,3.6354803064176733,4.5,3.096192852684283,1.0834279769430077
Gol Gumbaz,4.4,4.4,3.200934688995791,4.141875827309175,3.833801563138782
Murudeshwar,3.695434303737164,4.5,2.5242518978164816,4.5,3.702664046575091
Kabini Wildlife Sanctuary,1.2371304134912433,4.376898651688283,4.6,4.6,3.2476462908247585
Bhadra Wildlife Sanctuary,4.4,4.001273870132271,1.1127668402290596,4.4,3.4404023426166166
Dandeli,4.5,4.5,4.5,4.015732160242131,4.5
Kudremukh,4.6,4.654265021395721,2.8535794175567055,4.6,3.7416280121971317
Kemmangundi,1.8004664715085024,2.6970328859511916,0.9943498416976072,3.2111627975344383,1.3768790091731302
Agumbe,4.3,3.988964553049989,2.055568569100405,4.218768654328823,4.3
Chitradurga Fort,3.564267383307451,4.5,3.0800384526446254,4.478994577467995,4.5
Anshi National Park,2.2803985239556464,3.8066629168076624,1.5147121186567958,4.6086731027996946,4.4
Ramanagara,4.3,3.963321470133634,1.8532030601136293,4.3,4.3
Savandurga,3.429161479453719,4.4,3.2077232515753344,4.34396820720733,2.901544851903199
Horanadu,4.332970935931328,4.4760171558336435,1.3468508401172898,4.836576220825639,4.6
Udupi Sri Krishna Matha,3.580030456425983,4.5,2.497992840628349,4.5,3.57596275288239
Kukke Subramanya Temple,4.5,4.698257327417786,4.5,3.6182047886545847,2.5025548053114735
Somnathpur Temple,1.8028819366137836,2.6976814991654,0.9939815188971406,3.2113954010791024,1.380196509623517
Bandipur National Park,2.7342344023291463,3.9600953008105626,1.9897645252477973,4.3,4.3
Gavi Gangadhareshwara Temple,3.337923823876478,4.291194655356548,2.4564154516768077,4.453132817471967,4.4
Munnar,1.801420065056816,2.703170516434148,1.0010463014892963,3.2163221017533825,1.3798613876084422
Alleppey Backwaters,3.083071948189988,3.413779350060928,4.5,2.9304955994166337,2.209690022991857
Kumarakom,3.295016508081563,4.264742252245378,2.4367222607146193,4.5398476458263275,4.5
Thekkady,4.5,4.5,4.5,3.839679043861707,3.41062141007641
Wayanad,4.5,4.883307402388425,2.1805546412336607,4.800271140041888,4.698680320527616
Kochi Fort,3.486232701268259,4.4,2.921140655841673,4.248903966546278,3.3930048470261944
Varkala Beach,4.6,4.567073027464377,3.0434273076834994,4.6,4.297846704399013
Bekal Fort,2.5610758080148432,4.327444213956258,4.5,4.354047960671396,4.5
Athirapally Waterfalls,1.800484256584806,2.702441467226338,0.9809032630501376,3.2219821463124365,1.386286017343577
Sree Padmanabhaswamy Temple,2.536198485640778,3.853656133080274,2.2451354029795336,4.43235515485946,4.7
Poovar Island,3.5483043433425703,4.4,2.806043326245223,4.30898571135668,3.3973645187180255
Kovalam Beach,3.578644523319347,4.060991658392108,1.6300884000946323,4.5,4.5
Periyar Wildlife Sanctuary,3.9889309618377835,4.4,4.4,4.147264915660705,4.4
Vagamon,1.8030801952092603,2.701286864319106,0.9983500010493079,3.2140145217967637,1.3822553745478394
Ponmudi,3.3211891056118734,4.396077651882605,2.8878020446696704,4.4,4.4
Silent Valley National Park,4.5,4.310576466131484,1.8052988658230535,4.5,3.3496609642977377
Thrissur Pooram,4.6,4.020412914594712,2.2465994649896506,3.8398109327144527,3.795318625497484
Guruvayur Temple,4.7,4.525511629229982,4.7,3.789626968348112,3.270986597436387
Munroe Island,0.46084712565381913,3.071999526280056,4.5,2.7585115843234003,0.12442696083526661
Ashtamudi Lake,4.772377627415392,4.741332387639126,4.4,4.1439999298208186,4.4
Nelliampathy,1.7972122758340634,2.695691842074014,0.9913909038733735,3.210363718246078,1.374785252942316
Malampuzha Dam,4.3,4.228041123496582,1.8574704950496592,4.941840162550125,4.3
Thiruvananthapuram Zoo,2.6282473227148087,3.609828380291716,1.4607740292269666,4.2,2.8380342094911137
Cherai Beach,4.5,4.5,3.3583302443966856,3.8843237338884378,3.4255272147000255
Edakkal Caves,1.8075713039484615,2.697001038915426,0.9985909257084367,3.208551096256209,1.3786861748105483
Marari Beach,1.8074910710314236,2.6984863331866054,0.9966775155484261,3.211504494856169,1.3746969017048163
Anamudi Peak,3.251867739437772,4.634514292352009,4.5,4.44309363231386,4.5
Veli Tourist Village,3.2162815326450436,4.082042314022705,4.3,3.722706782804342,2.7799492660460654
Kottayam,4.4,3.6061578258646767,2.5280722494420282,3.3724213267079235,2.1172696649888487
Kuttanad,4.5,4.5,1.9652838772242784,4.772419942537052,4.5
Madurai Meenakshi Amman Temple,4.5,4.013935477031532,1.4384059565289053,4.5,4.04497263369179
Kapaleeshwarar Temple,1.791975423400552,2.6933573881177257,0.992168873836972,3.20816127391083,1.3673564385394157
Marina Beach,1.8051409508492193,2.7031291836820444,1.0038966478151654,3.21389462516095,1.38544123184426
Brihadeeswara Temple,3.221819920662284,4.357046645466265,1.9051426836990664,5.0,4.03320091779946
Besant Nagar Beach,3.082130863728463,4.0,4.0,4.0,2.542948224157835
Arulmigu Ramanatha Swamy Temple,2.984208465369257,4.82959161048208,4.5,4.5,3.1029451735833025
Snow Kingdom,3.8704251962150007,4.484400843402521,5.0,3.8661697619477238,3.28913051203046
Monuments at Mahabalipuram,2.027746470360491,3.4831292951674393,1.5935895685633896,4.43154219797632,4.5
Vivekananda Rock Memorial,1.802761260414108,2.6961778804496945,0.9961717473730265,3.2084656066298547,1.376712879417504
Chettinad,5.0,4.484444737623132,5.0,3.17605811049694,3.2279407702184466
Kumbakonam,3.687112352032316,4.6,2.8144885628959266,4.6,3.88329157681951
Trichy (Tiruchirappalli),1.8091359269923895,2.701882461202228,1.0156762143670237,3.206744324876184,1.377578578682841
Chidambaram,2.762248190963196,4.011691285418232,1.5863444643586906,4.757223161949931,4.6
Nagapattinam,5.0,4.645567837669863,2.1643605822772005,4.7242823255951425,5.0
Vedanthangal Bird Sanctuary,2.9385865513567095,3.8,2.063096157545912,3.9663620909314115,2.703523709075479
Tharangambadi (Tranquebar),2.810735706318387,5.0,5.0,4.77127692408366,5.0
Courtallam (Kutralam),2.8900866533020504,4.7617240205734905,2.353641217926774,5.166392333533516,4.2
Bellikkal,2.9410626035983283,3.9867326088349757,2.0156167118308557,4.486953418825172,4.5
Vellore Fort,3.5,3.5,1.2583901198993037,3.736703171999264,3.2096323411205208
Yercaud,4.3,4.3,2.7216911708147906,4.160136448195342,3.3859325730365386
Kodaikanal Lake,4.4,4.542534265369208,3.348052595431433,4.4,3.6096945664579225
Hogenakkal Falls,1.807573395581207,2.7021817231094793,1.0111561982150354,3.208079002868279,1.373557160589588
Ooty Lake,2.632006330588651,3.621711651278176,1.4946313160775246,4.2,2.869371870176997
Mysore Palace,4.6,5.291732973317513,4.6,4.6,4.6
Nilgiri Mountain Railway,2.682230557847385,3.9158391862917328,2.132291182808752,4.464582551880196,4.5
Annamalaiyar Temple,4.5,4.377787321235241,1.9458186388698118,4.9065396302414275,4.5
"Ranganathaswamy Temple, Srirangam",2.785349558576825,3.7915040660773567,4.5,2.814242032713683,1.543940671378763
Pichavaram Mangrove Forest,3.320315110100853,4.2,2.5979833047859886,4.180207248670583,3.151395463307014
Pulicat Lake,3.3739187255164205,4.1,1.9537908986214425,4.191069217963475,3.4437346436824843
Gangaikonda Cholapuram,3.8083849024871874,4.7,3.168432789355342,4.461782846375056,3.734909173371956
Golconda Fort,1.7961073160412642,2.6953854070673424,0.9919207451900488,3.2091547130891667,1.3767184732831281
Charminar,4.4,4.051641139647672,2.200591320120233,3.999687964691678,3.1354494386886227
Ramoji Film City,2.529416493914662,4.299120906854153,4.3,3.721399608914024,2.4869157981755703
Birla Mandir,3.4948545169462344,4.4,2.909812744801716,4.244875202528322,3.352117506736148
Salar Jung Museum,4.4,4.4,2.8257206005955666,4.034071884796091,3.0789947167275655
Nehru Zoological Park,1.794851912009114,2.697360958917606,0.9905161377567275,3.215949117699007,1.3810287193756365
Chowmahalla Palace,1.8041182562363027,2.6997793119351323,0.9967273923426918,3.213147828603087,1.3801059850919115
Hussain Sagar Lake,1.7382141123173582,3.1075841014067502,0.22387036103570435,4.1,2.325885724135243
Qutub Shahi Tombs,1.805645601911571,2.6972433156364555,0.9942992854842894,3.2096319953943,1.3752046971378098
Lumbini Park,3.323026853046154,4.142949897317024,2.167680457517134,4.44334153794616,4.2
Snow World,2.057446854522974,4.164890921538887,4.1,4.1,2.8311295641485645
KBR National Park,2.806019490512184,3.9407245933243598,1.916043320980392,4.3,4.3
Purani Haveli,2.100960423938397,3.331356843993313,0.9469474086984749,4.1,2.5551863017607186
Taramati Baradari,5.111497069310145,4.066224500925661,1.6733562290340482,3.7505765955118164,4.0
Shilparamam,3.3094033861539893,4.129747886662315,2.1045483005720325,4.470167935181447,4.2
Mecca Masjid,3.462325642355964,4.4,2.3951451548350375,4.4,4.4
Birla Planetarium,1.1271711641484543,3.9638038610161326,4.1,4.1,2.5835584196936914
Mrugavani National Park,3.1365884885019915,4.0,2.2504599618896184,4.090865857004855,2.954214873463118
Mahavir Harina Vanasthali National Park,2.4936667851116647,3.5109816394419373,1.4634670069805418,4.1,2.6817988367932317
Keesaragutta Temple,1.801925939732497,2.69892476637197,1.002634600838699,3.2102819536854215,1.3804037602639767
Ananthagiri Hills,3.2695675341219,4.2,3.0455113647248893,4.075271422704113,2.9638473812162913
Pocharam Wildlife Sanctuary,1.7972401877994681,2.692413441770689,0.9886851100316861,3.2086666185135133,1.3762006859805325
Medak Fort,3.2017984462608418,4.1,2.228429338188958,4.1,2.978317842657416
Bhongir Fort,2.9608108834659834,4.094935087530723,4.2,3.674252442940155,2.500042958346236
Warangal Fort,4.3,3.39963515016514,0.9824934219281054,3.505675818480765,2.067605999128899
Pakhal Lake,3.212050465869603,4.1,2.5167589433729693,4.076099414882047,3.020099439711508
Khammam Fort,3.2432853253310787,4.063036560869239,2.158616781278885,4.352798677291924,4.0
Alampur,4.436526608440351,4.791674243020332,4.2,4.301018665549077,4.2
Bhadrachalam,3.202077226383591,4.1,2.6882808260082,4.018093073778546,3.0327076711428935
Basara,3.462183765943964,4.3,2.651134782323385,4.241814066406657,3.386395649903716
Kingdom of Dreams,4.5,4.5,3.194639810056059,4.182141787634703,3.463771436553186
Sultanpur National Park,4.4,4.4,2.6806026535131995,4.3050293196911475,3.7498403799734383
Kurukshetra,4.5,4.40239654268206,1.9429032869922969,4.5,4.5
Pinjore Gardens,1.812461754703619,2.7083418507698926,0.9985586257049525,3.2216349597875675,1.393868675705483
Morni Hills,4.3,4.3998399626070865,1.9465008771228152,4.3,4.3
Firoz Shah Palace Complex,2.214366354994613,4.337373932105881,4.2,4.2,3.283893727916459
Badkhal Lake,3.2610178776794827,4.3,2.7544318922108433,4.2885305468549255,2.9533561599205402
Surajkund,4.4,3.5331094154112224,2.14585723260401,3.457495369323343,1.9999108082169417
Brahma Sarovar,2.8978115296464124,4.6060376595036585,4.5,4.5,4.5
Cactus Garden,4.4,4.2524065139192375,2.5238086714947654,4.428970475760168,4.4
Yadavindra Gardens,2.6675204399975967,3.7863474397204495,1.2775055467706546,4.5,3.3311043507607607
Kaithal,2.881737227490734,3.763417783276804,1.5164911625478728,4.3,3.095036483092929
Panchkula,4.33482929878565,4.4,4.4,4.3656837670627215,4.4
Sohna,4.5,4.155594919905572,1.6746813007694468,4.555841109582329,4.5
Tilyar Lake,1.8049256302532843,2.6996364808545206,0.9959898194265792,3.2125889573326143,1.3790200581243397
Blue Bird Lake,1.808711852129939,2.7033443243706325,1.0081980445600551,3.2135750341136204,1.3836330774696135
Ch. Devi Lal Herbal Nature Park,3.0505785078243957,4.4,4.4,3.814415038584265,2.1638319188203683
Kalesar National Park,1.802086567838611,2.695994252230305,0.9990545633778672,3.2081659562036706,1.374496857665207
Karna Lake,3.5696744507638,3.927919879625737,1.094275501293114,4.3,3.3513436017866374
Krishna Museum,1.8048943687719519,2.7015664462962063,0.9994458439386626,3.214774894017407,1.3807010437832292
Bhindawas Wildlife Sanctuary,1.7960834506642063,2.694169035254046,0.9921456012607758,3.2079546985647442,1.3699173023412123
Dhosi Hill,2.959897568170097,4.447091148010565,4.2,4.125717212157275,4.2
Pataudi Palace,4.3,3.843758085986619,1.0489900637011464,4.178969216920128,3.766345576728739
Nahar Singh Palace,4.43025169986368,4.464354957226279,2.773207552278525,4.081327636010862,4.4
Asigarh Fort,1.7974740030765548,2.6894914149392237,0.9842517957750756,3.2066776589202868,1.3703739730694526
Cantonment Church Tower,1.799746328830944,2.6955635019405584,1.0039788812596455,3.20779421141017,1.3680496270757494
Star Monument,2.5117926287811927,4.3,4.3,4.028079472679572,2.8853950780212063
Rani Ka Talab,3.330421223594848,4.645877601554302,4.4,4.060244817822507,3.0452524438656825
Loharu Fort,4.3,4.802846069385829,4.3,4.3,4.060176965729716
Feroz Shah Tughlaq Fort,1.80485537333455,2.6946569989170666,0.9938200902482095,3.2083265494280258,1.3767761733185018
Dal Lake,3.713335835906115,4.255704095160438,1.454523179091231,4.7,4.7
Gulmarg,3.4049145128356053,4.141304934191172,1.8919333828408393,4.592257869678049,4.6
Pahalgam,2.134076211203762,4.180713489454808,4.5,3.7524394169336373,2.0303142432878074
Sonamarg,1.7976459085810552,2.6943479820844214,0.9918398415074214,3.2093414343424804,1.3722469184360584
Vaishno Devi Temple,3.9089440272606923,4.8,3.3032046849766967,4.513122135916301,3.8034056218452337
Hemis Monastery,2.7314988842735497,4.4692954268570295,4.6,4.6,4.6
Shankaracharya Temple,3.599868789461573,4.265071499713035,2.2553974682054,4.5,4.5
Nubra Valley,3.504412102228615,5.176583214455285,4.7,4.7,3.5954498661248593
Betaab Valley,1.7972508666730793,2.6951173491768925,0.995354496232934,3.210181823400801,1.3838393527034292
Amarnath Cave,1.8143007677410135,2.6989841978413027,1.0019119637481981,3.206702409745703,1.375172997282851
Pangong Lake,1.8000350210945764,2.6989833369926903,1.0069239314102683,3.2069635699741332,1.3692793844507338
Shalimar Bagh,4.6,4.6,3.0699909103484004,4.442520532132168,4.6
Nishat Bagh,1.7999250643465146,2.696595090313678,0.9942713332895831,3.2097668227798177,1.375802354893574
Dachigam National Park,4.6,5.419719486278802,4.6,4.6,4.799670159973838
Indira Gandhi Memorial Tulip Garden,4.7,4.7,4.7,3.671488891357964,2.6512057814996854
Mughal Road,1.800648440764024,2.695286271351907,0.9877841882079177,3.209751596081973,1.378628366460386
Bhaderwah,4.5,3.90754842081479,2.193795392883193,3.751902341414207,2.8300304069949433
Yusmarg,4.10778993776687,4.4,4.4,3.698277922795045,2.6640607037441875
Sinthan Top,2.78201390381988,3.7375953423196355,1.556861839418355,4.3,3.0860701828612207
Aharbal Waterfall,2.842453831073513,3.8626249669587542,1.469561741852638,4.5,3.254569529655008
Patnitop,2.864400179638343,3.6967016722056196,4.6,3.2558703285200608,1.880501900473024
Manasbal Lake,4.5,4.462559688072119,4.5,3.593963830294677,2.877821413037159
Sheeshnag Lake,2.5992602252115558,3.982144676842262,2.960341285434788,4.1836178290805,4.4
Hari Parbat,1.8049254708795908,2.699611501760215,0.9959074746829718,3.212521204330304,1.3763980299454808
Lamayuru Monastery,1.786157384556308,2.6850692522211825,0.9979193553340909,3.1977210742803512,1.3577943292902541
Surinsar Lake,4.153591066208167,4.882701190572746,4.7,4.388369763545399,4.7
Tso Moriri Lake,1.7985384287864947,2.6986446736160037,0.9927248646972475,3.2152402214267064,1.3824214766566347
Dras War Memorial,1.8014230004966583,2.6977150599285937,0.9962999183696306,3.2115298435178175,1.3798349166816606
Kheer Bhawani Temple,2.8263587994793085,3.890945019238454,1.6289794634866372,4.5,3.2875559171637767
Sanasar Lake,3.5204971403649568,4.4,4.4,4.377695557038907,4.4
Golden Temple,1.797416555821724,2.696527412107396,0.9987540835753776,3.2098346583848754,1.3772812971683208
Jallianwala Bagh,3.470530336929715,4.769493348759328,4.7,4.7,4.7
Wagah Border,4.6,4.979758433501335,4.6,4.474828418019629,4.6
Rock Garden of Chandigarh,1.797274804717686,2.7003118719450088,1.0013522238436041,3.213626937836375,1.377324443339713
Sukhna Lake,4.4,3.8250675041490587,2.5022931273761646,3.8422943990030767,3.6454023681167653
Anandpur Sahib,1.799236671415044,2.696271052684611,0.9930041598288833,3.210497940962675,1.3770064285698027
Durgiana Temple,1.804098501524899,2.696814205071477,0.9984167401142462,3.2074300423413415,1.3730970655446586
Harike Wetland and Bird Sanctuary,4.4,4.790701720487389,4.4,4.004631610776208,2.14419283889225
Maharaja Ranjit Singh Museum,4.5,4.5,3.2202069641961537,4.379802178341978,4.5
Partition Museum,1.7930335414312466,2.6988500838201834,1.0026694933144193,3.2163591127215034,1.382643394371976
Pushpa Gujral Science City,3.6127703976643994,4.5,2.9516493176812957,4.346785930124975,3.4984273720851267
Virasat-e-Khalsa,1.7983319816876704,2.6956176628353083,0.9883628913166167,3.212765111036755,1.3840734953504308
Bathinda Fort,2.666134529891532,4.5,4.5,4.608250881081593,4.5
Sheesh Mahal,1.7907465531330555,2.690617078450438,0.9825682896915726,3.210303411949073,1.371769942707096
Quila Mubarak,2.375765437050382,3.7698211511439834,4.3,3.782909942042819,4.3
Rose Garden,2.905241672124493,4.6,3.118900973974149,4.6,4.6
Ranjit Sagar Dam,3.206659083388124,4.5,4.5,4.800778444672159,4.5
Ram Tirath,3.5837851536274457,4.4,2.5378660649586,4.4,3.615404558354701
Talwandi Sabo,4.5,4.301837376573128,2.069651211853265,4.5,3.868685430061408
Sirhind Fort,3.4261531140553716,4.3,2.819921267588426,4.17488995031362,3.317827153998178
Faridkot Fort,2.424706645028666,3.7210815122759815,4.4,3.3329012618133564,1.9648882706053
Fateh Burj,1.806547085040716,2.694876092686386,0.9951185446667363,3.2072519147214025,1.3698891455203763
Gurudwara Baba Atal Rai,3.3864077739284646,4.216213520347798,2.2884971695754177,4.5108427948048035,4.3
"Kali Temple, Patiala",2.374898373649389,4.0993524134896475,4.4,4.008982341154681,2.6167828979137813
Gurdwara Manji Sahib,0.09363478383305335,2.9695146084926285,4.5,2.4879390131280963,0.7802718450139544
Devi Talab Mandir,4.6,3.273575995096005,1.4784400539865448,3.3432297488884903,2.653720108137278
Mukteshwar Temple,1.807610781974218,2.700296834739826,1.0013237915016322,3.212272485652563,1.3798387737174798
"Shiv Mandir, Gurudwara Nanak Mata",1.7931138700380786,2.6857103324640237,0.9894951467535392,3.2006303661369953,1.366754446972003
Lodhi Fort,1.7958719158032181,2.694376341931493,0.9926966848279872,3.2103461922554444,1.372257357644846
Maharaja Ranjit Singh War Museum,1.801507370576978,2.6942067866162014,0.9926820025850358,3.207091782743827,1.3671931960945778
Taj Mahal,1.7995691912373324,2.6985418777317465,1.0007307019244949,3.210964463732248,1.376235622357325
Agra Fort,4.8,4.8,1.9852974766303402,4.8,3.4532601831572416
Fatehpur Sikri,4.7,3.93482627643107,0.7885202955553521,4.7,4.704605685762119
Varanasi Ghats,1.7959280765701189,2.7030854401888917,1.003776307374295,3.2181053829587496,1.3904866880216356
Kashi Vishwanath Temple,1.793214008768585,2.6883869910403235,0.9792343997191433,3.205844557960657,1.3719366937990587
Sarnath,1.8560465941489233,4.737427585161105,4.6,4.6,3.5121602277716395
Allahabad Triveni Sangam,2.9510309621350537,4.7,4.7,4.467215219446347,2.9006992744542273
Jhansi Fort,3.892712636793298,4.6,4.6,4.264153739437176,2.8507625744087326
Rumi Darwaza,1.3963675847900348,2.8145347839548838,4.8,2.41765585731782,0.14946975920808847
Lucknow Residency,1.7998259064397235,2.6980626924183304,0.9944646595061067,3.2122261002929964,1.3801810515239465
Bara Imambara,4.6,3.8761430471671607,1.6866870590958807,4.1885457108414865,4.6
Akbar's Tomb,1.8128979531234388,3.5303711957909667,0.28423257971346294,4.7,3.5989873417775238
Chitrakoot,3.2509239963027605,5.008779642429971,4.8,4.8,4.342039340555825
Banke Bihari Temple,1.8102611350517708,2.7001003858463055,1.0034912074911433,3.2111480261674923,1.3812918157144403
"Prem Mandir, Vrindavan",3.0452130032713747,4.042643187264003,1.3699064861555907,4.7,3.6339536875093694
Bharat Mata Mandir,4.8,4.29109998529195,2.668526819498207,4.013541748064741,3.301519460410881
Dudhwa National Park,1.7978929920768874,2.685865423112424,0.9706462655140649,3.2086417484362486,1.3702328781412878
Mathura,1.7994313710145677,2.701026744678002,1.0079532240869913,3.213290344460485,1.3778095573069307
Ayodhya,4.8,4.8,2.651939793895023,4.527706210080044,4.100828271704133
Sankat Mochan Hanuman Temple,3.692918344718006,4.6,3.2662646762580976,4.315204276374631,3.680317604665146
Kanpur Memorial Church,3.727762241543208,4.7,3.3081088413083797,4.440354048100417,3.587774586473068
Kakori,4.6,4.6,2.6280046579171032,4.818968828536228,4.6
Vindhyachal,1.157970805224031,2.8451477335480306,4.7,2.691570797697735,0.04648203425898956
Hastinapur,1.8132059286140174,2.704873106381728,1.01008382055887,3.213589056468239,1.3853339782303415
Naimisaranya,4.8,5.255018581921377,4.8,4.8,4.220993871736359
Sarnath Museum,3.8267567056196024,4.7,3.5717159727542556,4.532195104995898,4.7
Govardhan Hill,4.8,5.760926962090222,4.8,4.8,4.421078120911405
Ramnagar Fort,1.5587477655090312,4.588971512417273,4.6,4.6,2.674858278686947
Sikandra,1.0919704306883302,4.341311968500393,4.7,4.707818238942607,4.7
Itmad-ud-Daula,4.6,4.6,2.9013369808323946,4.314027138205306,3.553502481750865
Gateway of India,3.665762665311676,4.8,3.187916683731784,4.492732330197655,3.884003388843035
Ajanta Caves,4.7,4.739676218498918,2.3992078102433245,4.7,4.105894463203151
Ellora Caves,1.7966217959828943,2.700478772641682,0.9945940887570288,3.211545136618701,1.369652837597307
Elephanta Caves,4.7,4.7,2.3748129146717685,4.7,4.208363208482692
Chhatrapati Shivaji Terminus,4.6,4.572513405039055,2.2186932694492176,4.312122572372413,4.6
Marine Drive,3.6558653980773865,4.8,2.8229837798110298,4.8,4.8
Shaniwar Wada,1.7654893909668243,2.91260669661375,4.7,2.251704622288133,0.4295797216173719
Mahabaleshwar,3.3158676864243337,4.8,3.3344241304059716,4.8,4.8
Lonavala,4.7,4.560434507450796,1.5137623178819921,4.7,4.7
Siddhivinayak Temple,2.914944372274941,3.752341622713746,2.3790024784108583,4.09038359501624,4.6
Haji Ali Dargah,1.8046571465917827,2.6987184556601522,0.996193682773568,3.212017464820588,1.3820159754726216
Alibaug,1.709837187015034,3.489867665047956,4.7,3.007058544168975,0.7058112570732361
Sinhagad Fort,3.8612922748536493,4.8,2.9445039616258004,4.944580544508677,4.8
Bibi Ka Maqbara,3.283901341090372,4.7,4.7,4.146876704983081,3.0541119004173978
Kanheri Caves,1.3435930101994744,2.475269854211822,4.8,1.8368953187527302,-0.5503013941340706
Chikhaldara,2.9522233313464152,4.0427178969854305,1.6383201546775323,4.7,3.5522491175118383
Panchgani,4.8,4.8,4.8,4.8,3.2534358284301605
Tadoba Andhari Tiger Reserve,4.7,4.7,2.7296437019672557,4.479633605153091,3.7558821806626685
Rajmachi Fort,3.3680194465034283,4.577830073568659,2.3000260191396693,4.8,4.8
Bhimashankar Temple,2.6862134634544503,4.5974142179036726,4.7,4.436694577029185,4.7
Pratapgad Fort,2.529907517590531,3.5830081632029254,1.2921948357902762,4.500976967920957,4.8
Aga Khan Palace,2.305991733303001,3.456017833142128,4.7,3.079453248565452,1.1964715832943031
Elephanta Island,1.8026345911114319,2.702553125651007,1.0064464443437107,3.212020072450556,1.3777570404544708
Lavasa,3.058153164679416,4.188743749372687,2.2720519633942167,4.608977254460443,4.7
Nashik Vineyards,4.8,3.4471289406389447,0.523422852150548,4.406965252788956,4.8
Aurangabad Caves,2.4120689172822694,4.710545934515471,4.7,4.628256755691,4.7
Karnala Bird Sanctuary,3.597591221977944,4.8,4.8,4.3034357733970445,3.4656079519804246
Hanging Gardens,1.7399117119886633,4.594329106449232,4.7,4.7,4.1647479755506716
Worli Sea Face,3.9365969103805423,4.8,3.2796612082508716,4.549170469910292,4.8
EsselWorld,3.3377540643446104,4.284144657237098,2.550724451989296,4.539928302878769,4.7
Statue of Unity,1.8114552125901824,2.70392917201868,1.0059547904590456,3.215391760470617,1.384469065576475
